name,street,housenumber,city,postcode,speciality,opening_hours,website,id,longitude,latitude,wheelchair,description,email,toilets_wheelchair,wheelchair_description,district_id,neighborhood_id,amenity
Hausarztpraxis Sina Apostel,Residenzstraße,,Berlin,13409,general,Mo-Th 09:00-13:00; Tu 14:00-17:00,https://hausarzt-berlin.net/,12512541546,13.3626158,52.5662719,,,,,,11012012,1201,practice
Hausarztpraxis Steglitz,Markelstraße,61,Berlin,12163,general,"Mo-Fr 08:00-12:00, Mo,Tu,Th 15:00-19:00",https://www.hausarztpraxis-steglitz.de/,8355407919,13.3257343,52.4635431,,,,,,11006006,601,practice
Hausarztpraxis Wunderlich,Laubacher Straße,43,Berlin,14197,general,"Mo,Tu,Th 08:00-11:00,16:30-19:00; We 08:00-12:00",https://www.hausarzt-wunderlich.de/,8071126862,13.3198394,52.4723362,,,,,,11004004,402,practice
Hausarztpraxis am Borsigturm,Berliner Straße,25 A,Berlin,13507,general,,,10148179190,13.2881093,52.583556,,,,,,11012012,1202,practice
Hausarztpraxis am Ossietzkyplatz,Dietzgenstraße,17,Berlin,13156,general,"Mo,Th 12:00-18:00; Tu,Fr 07:00-13:00",,747200086,13.4029105,52.5814164,yes,,,,,11003003,311,practice
Hausarztpraxis avi Pankow,Borkumstraße,,Berlin,13189,general,"Mo,Tu 08:00-16:00; We-Fr 08:00-13:00",,13048875125,13.4129185,52.5652193,,,,,,11003003,307,practice
Hausarztpraxis im Alleecenter,Landsberger Allee,277,Berlin,13055,general,,https://www.hausarztpraxis-alleecenter.de/,12536030267,13.4969214,52.5346563,,,,,,11011011,1110,clinic
Hausarztpraxis im Kungerkiez,Bouchéstraße,23,Berlin,12435,general,,https://praxis-kungerkiez.de/,13253068255,13.4481031,52.4901719,,,post@praxis-kungerkiez.de,,,11009009,901,practice
Hausarztpraxis in Lichterfelde-West Dr. Katharina Stark · Dr. med. Henning Stuht · Boris Warneck Fachärzte für Allgemeinmedizin/Innere Medizin,Baseler Straße,3,Berlin,12205,general,"Mo 08:30-13:00,15:00-20:00; Tu,Th 08:30-13:00,15:00-19:00; We,Fr 08:30-13:00; Su,PH off",http://www.hausarztpraxis-lichterfelde.de/,3316598757,13.2955744,52.4429227,,,,,,11006006,602,group_practice
HausarztpraxisOtto-Suhr-Allee,Otto-Suhr-Allee,89,Berlin,10585,general,"Mo-Tu 09:00-12:00, 15:00-18:00; Th 09:00-12:00, 15:00-19:00; Fr 09:00-12:00",https://www.althaus-berlin.de/,7811806385,13.3090175,52.5163454,,,praxis@althaus-berlin.de,,,11004004,401,practice
Hausarztzentrum Residenzstraße,Residenzstraße,156,Berlin,13409,general,Mo-Th 09:00-18:00; Fr 09:00-18:00,,7750214885,13.3593394,52.5739854,no,,,,,11012012,1201,clinic
Hausärzte Tempelhofer Team,Mariendorfer Damm,73,Berlin,12109,general,"Mo-Tu 08:00-13:00,15:00-17:00; We,Fr 08:00-13:00; Th 08:00-13:00,15:00-18:00; Sa-Su off",https://tempelhoferteam.de/,6517704388,13.3860138,52.4461393,limited,,,,,11007007,704,practice
Hausärzte Wedding,Wriezener Straße,42,Berlin,,general,,,12194306283,13.3879958,52.5561685,,,,,,11001001,106,practice
Hausärzte am Rüdesheimer Platz,Aßmannshauser Straße,11a,Berlin,14197,general,"Mo-Fr 08:00-13:00,15:00-18:30",https://hausaerzte-rhp.de/,7844240267,13.313921,52.4748328,,,,,,11004004,402,practice
Hausärztlich-Internistisches Versorgungszentrum,Scharnweberstraße,1,Berlin,13405,general;internal,,https://www.mvz-gotthardstrasse.de/,5890341827,13.3321631,52.5619433,no,,,,,11012012,1201,clinic
Hausärztlich-internistische Praxis Lankwitz,Gallwitzallee,131,Berlin,12249,internal,,https://www.mvz-lankwitz.de/,10116298591,13.3506944,52.4243716,,,,,,11006006,603,clinic
Hausärztliche Gemeinschaftspraxis,Gersdorfstraße,54,Berlin,12105,general;internal;homeopathy,,,9879638288,13.3730224,52.4455712,,,,,,11007007,704,group_practice
Hausärztliche Gemeinschaftspraxis Bamberg & Zitscher,Weichselstraße,59,Berlin,12045,general,"Mo,Tu,Th 08:00-12:00, We,Fr 09:00-12:00, Mo,Tu,Th 14:00-18:00",http://www.bamberg-zitscher.de/,2482699009,13.4340485,52.4852782,no,,,,,11008008,801,group_practice
Hausärztliche Praxis Frank-Peter Graeben,Andreasstraße,49,Berlin,10243,general,"Mo, We 10:00-14:00; Tu, Th 14:00-18:00",https://graeben.de/,12676226201,13.43234,52.5166859,,,,,,11002002,201,practice
Hautarzt,Pariser Straße,,Berlin,10707,dermatology,"Mo,Fr 09:00-11:00, Mo 16:30-19:00, Tu,Th 16:00-18:30",,9505692036,13.3181635,52.4984435,,,,,,11004004,402,practice
Hautarzt Friedenau,Hauptstraße,87,Berlin,12159,dermatology,"Tu 08:00-14:00,15:00-18:00; We 08:00-12:00,13:00-18:00; Th 09:00-14:00; Fr 08:00-14:00",https://www.hautarztpraxis-friedenau.de/,10621625378,13.3395939,52.474567,,,mail@hautarztpraxis-friedenau.de,,,11007007,701,practice
Hautarzt Praxis Helena Dröge,Alt-Moabit,39,Berlin,10555,dermatology,"Mo 14:00-18:00; Tu,We,Fr 09:00-14:00; Th 09:00-12:00,13:00-18:00",https://hautarzt-moabit.de/,1807906154,13.3333874,52.5246155,,,,,,11001001,102,practice
Hautarzt-Zentrum-Sterndamm,Sterndamm,9,Berlin,12487,dermatology,"Mo,Th 09:00-12:00, 15:00-17:00; Tu,Fr 08:00-12:00; We 09:00-12:00; Sa,Su,PH off",https://hautarzt-zentrum-sterndamm.de/,11282040095,13.5098159,52.4527405,,,info@hautarzt-zentrum-sterndamm.de,,,11009009,904,clinic
Hautarztpraxis Dr. Carolin Bouveret,Sredzkistraße,66,Berlin,10405,dermatology,,https://www.hautarzt-prenzlauerberg.de/,13087153002,13.422385,52.537189,,,,,,11003003,301,practice
"Hautarztpraxis Dr. Critzmann, Dr. Lazos",Drakestraße,29a,Berlin,12205,dermatology,"Mo 08:00-12:00,15:00-18:00; Tu 09:00-13:00,15:00-18:00; We 08:00-13:00; Fr 08:00-12:00; PH off; Th 08:00-13:00,15:00-18:00",http://www.berlinerhaut.de/,3964060162,13.2985776,52.4415612,,,,,,11006006,602,group_practice
Hautarztpraxis Dr. Hasert,Friedrichstraße,113A,Berlin,10117,dermatology,,https://hasert-haut.de/,4842527022,13.3877072,52.5260802,,,info@hasert-haut.de,,,11001001,101,practice
Hautarztpraxis Dr. med. Selina Adler-Herisz & Martina Jäger,Rudower Straße,3,Berlin,12351,dermatology,"Mo,Th,Th 08:00-11:30,15:00-18:30; Fr 08:00-11:30; We off",https://www.hautarzt-neukoelln.de/,11592310933,13.4569093,52.4426527,no,,,,,11008008,803,group_practice
Hautarztpraxis Hasert,Walter-Friedrich-Straße,4a,Berlin,13125,dermatology,Mo 09:30-18:00; Tu 08:00-16:00; We 08:00-14:00; Th 08:00-16:30; F 08:00-12:00; PH off,https://www.hasert-haut.de/praxis/praxis-berlin-buch/,11165930080,13.4948856,52.6350345,yes,,buch@hasert-haut.de,,,11003003,309,practice
Hautarztpraxis Karoglan - Dr. med. Claudia Karoglan & Dr. med. Ante Karoglan,Senftenberger Ring,3a,Berlin,13439,dermatology;dermatovenereology,,,11002539591,13.3556613,52.5976367,,,,,,11012012,1210,group_practice
Hautarztpraxis Lee | Stefaniak,Straßburger Straße,7C,Berlin,10405,dermatology,"Mo 09:00-13:00,15:00-18:00; Tu 08:00-13:00,15:00-18:00; We 09:00-13:00; Th 08:00-13:00,15:00-18:00; Fr 09:00-13:00",https://hautarzt-ls.de/,4015403305,13.414305,52.5288742,,,info@hautarzt-ls.de,,,11003003,301,practice
Hautarztpraxis Linus Lange,Greifswalder Straße,89,Berlin,10409,dermatology,"Mo,Th 14:00-19:00; Tu,Fr 08:00-13:00",,7249782638,13.4416837,52.5429789,yes,,,,,11003003,301,practice
Hautarztpraxis Nußbaum und Grunow,Bahnhofstraße,23,Berlin,,allergology;dermatology;homeopathy,"Mo-Fr 08:00-12:00, Mo,Tu,Th 15:00-18:00, Fr 14:00-16:00; PH off",http://www.hautarzt-nussbaum-grunow.de/,6419064839,13.400406,52.3869215,yes,,,,,11007007,706,practice
Hautarztpraxis Pankow,Vinetastraße,1,Berlin,13189,dermatology,"Mo, We, Fr 08:30-12:30; Tu 08:30-12:30, 13:00-18:00; Th 08:30-12:30, 13:00-14:00",https://www.hautarztpraxis-pankow.de/,12070996969,13.4138908,52.558691,,,kontakt@hautarztpraxis-pankow.de,,,11003003,307,practice
Hautarztpraxis am Bayerischen Platz,Salzburger Straße,11,Berlin,10825,dermatology,"We 09:00-14:00, Tu 14:00-19:00, We 09:00-14:00, Th 09:00-12:00, Fr 09:00-14:00",http://www.hautpraxis-bayerischerplatz.de/,8265318073,13.3414364,52.4880308,,,,,,11007007,701,practice
Hautzentrum Friedrichshain,Frankfurter Allee,,Berlin,10247,dermatology,,https://www.hautzentrum-friedrichshain.de/,12132793155,13.4730089,52.5136419,,,,,,11002002,201,clinic
Hautärztin Brigitta Reinsch,Müllerstraße,70b,Berlin,,dermatology,"Mo-Tu,Th-Fr 09:00-12:00; Mo,Th 15:00-18:00; PH closed",,8307364246,13.3405048,52.5572714,no,,,,,11001001,105,practice
Havelklinik,Gatower Straße,191,Berlin,13595,,,https://www.havelklinik.de/,150566434,13.1802722,52.5027336,,,,,,11005005,509,clinic
Heidemarie Brill,Muthesiusstraße,4,Berlin,12163,psychiatry;psychotherapy,"Mo-Fr 09:00-12:00, Mo,Tu,Th 15:00-18:00; PH,Sa,Su off",https://www.team-muthesius.de/psychiatrische-praxis/,8121763032,13.3214518,52.4588691,,,,,,11006006,601,practice
Heike Peschel,Grünauer Straße,1,Berlin,12524,gynaecology,"Mo 08:00-14:00, Tu 12:00-18:00, We 08:00-13:00, Th 15:00-19:00, Fr 08:00-12:00; PH off",https://www.frauenaerzte-im-netz.de/aerzte/berlin/peschel/hauptseite.html,12606378232,13.5389007,52.4202585,,,,,,11009009,906,practice
Heike Schwehn-Herrmann,Belziger Straße,48,Berlin,10823,general,"Mo-We,Fr 09:00-12:00, Mo,Th 14:00-18:00",https://praxis-schwehn.net/,8042827122,13.3497352,52.486052,,,,,,11007007,701,practice
Heike Stöckler,Mariendorfer Damm,84,Berlin,12109,gynaecology,,http://www.frauenarztpraxis-stoeckler.de/,9815364436,13.3855789,52.4451535,,,,,,11007007,704,practice
Heinrich K. F. Pieper,Karl-Marx-Straße,,Berlin,12055,ophthalmology,"Mo,Th-Fr 08:00-13:00; Tu 14:00-19:00; PH closed",,12905461795,13.4409543,52.4717811,,,,,,11008008,801,practice
Heinrich-K.-F. Pieper,Schloßstraße,107-108,Berlin,12163,ophthalmology,"Mo,Tu 09:00-19:00; Th,Fr 10:00-19:00; We 10:00-14:00",https://www.augenaerztliche-privatpraxis-pieper.de/,9461579632,13.324784,52.4607003,,,,,,11006006,601,practice
Helios Arthropädicum Kaulsdorf,Heinrich-Grüber-Straße,17,Berlin,12621,orthopaedics,"Mo-Fr 08:00-13:00,14:00-18:00, Sa 08:00-11:00; PH off",https://www.helios-gesundheit.de/ambulant/berlin-kaulsdorf-arthropaedicum-fachaerzte/,178286945,13.5896942,52.5136368,no,,,,,11010010,1003,clinic
Hellen Schaller,Friedrich-Wilhelm-Platz,7,Berlin,12161,psychotherapy,"""by appointment""",,8094802652,13.3274425,52.4717244,,,,,,11007007,702,practice
Henrik Thomsen,Brüsseler Straße,,Berlin,13353,cardiology,"Mo 08:00-16:00; Tu,Th 09:00-18:00; We 08:00-14:00; Fr 08:00-13:30",,6603762793,13.3533382,52.5493163,yes,,,,,11001001,105,practice
Herr Dr. med. Andreas Meinecke,Janusz-Korczak-Straße,12,Berlin,12627,radiology,Mo-Fr 09:00-17:00,https://strahlentherapie-berlin.de,3021115916,13.6019818,52.5378601,,,,,,11010010,1005,practice
Herz & Gefäße,Landsberger Allee,117A,Berlin,10407,cardiology;general,Mo-Th 08:00-15:00; Fr 08:00-13:00,https://herz-gefaesse.berlin/,12887376566,13.4561164,52.5289474,,,,,,11003003,301,group_practice
Herzinstitut,Schloßstraße,34,Berlin,12163,cardiology,"Mo-Th 09:00-18:00; Fr 09:00-14:00; PH,Sa,Su off",https://www.herzinstitut-herzpraxis.de/de/herzinstitut-berlin-steglitz,8120989376,13.3213283,52.4579496,,,,,,11006006,601,clinic
Herzmedizin Berlin,Rudower Chaussee,9,Berlin,12489,cardiology,"Mo, Tu, Th 09:00-14:00, We 08:00-13:00",,6433751322,13.5369713,52.4329822,yes,,,,,11009009,907,practice
Herzpraxis Wilmersdorf,Hohenzollerndamm,187,Berlin,10713,cardiology,,https://mvz-herzpraxis.dhzb.de/,11556295682,13.3189214,52.4915742,,,,,,11004004,402,practice
Herzprofis,Bozener Straße,17,Berlin,10825,cardiology,,https://herzprofis.de,8220748004,13.3383776,52.4869391,,,,,,11007007,701,practice
Hochschulambulanz Charité Buch,Lindenberger Weg,,Berlin,13125,,,,7232410182,13.5070876,52.6267287,,,,,,11003003,309,clinic
Hoenicke/Nadolny,Riehlstraße,7,Berlin,14057,general;diabetology,,,11657335199,13.2852272,52.5083098,,,,,,11004004,401,group_practice
Holger Lieberodt;Dr. Sinje Frohberg,Badensche Straße,18,Berlin,10715,neurology;psychiatry,,,8245997149,13.3324484,52.4862258,,,,,,11004004,402,group_practice
Hormon- und Kimderwunsch,Lietzenburger Straße,75,Berlin,10719,,,,3887646745,13.3251674,52.4998115,,,,,,11004004,402,clinic
Hubert Schulbin & Miriam Speer,Mehringplatz,11,Berlin,10969,general,"Mo-Fr 09:00-12:00, Mo,Tu,Th 14:00-16:00",http://PraxisKreuzberg.de,2382136284,13.3920709,52.4998804,yes,,,,,11002002,202,group_practice
"Hämatologie Onkologie Berlin-Mitte, Dr. Christian Sperling",Friedrichstraße,113A,Berlin,10117,oncology;haematology,,https://www.onkologie-berlin-mitte.de/,4431412493,13.3878008,52.5260626,,,,,,11001001,101,practice
Hämostaseologicum,Anton-Wilhelm-Amo-Straße,6,Berlin,10117,haematology,Mo-Fr 08:45-15:00,https://www.haemostaseologicum-mitte.com/,10926292267,13.3868785,52.5118255,,,info@haemostaseologicum.com,,,11001001,101,practice
Igor Ladyshenskij,Konrad-Wolf-Straße,13a,Berlin,13055,psychiatry;psychotherapie,"Mo 09:00-16:00,Tu-We 13:00-18:00",,3059172051,13.497572,52.5470927,,,,,,11011011,1110,practice
Ihre Radiologen,Rollbergstraße,60,Berlin,12053,radiology,"Mo-Fr 07:00-20:00; Sa 08:00-16:00 open ""nur MRT""",https://www.ihre-radiologen.de/,6424020077,13.4294717,52.478942,,,,,,11008008,801,practice
Ilona Reh,Karl-Kunger-Straße,6,Berlin,12435,general,"Mo 09:00-13:00,15:00-18:00; Tu 09:00-15:00; We,Th 09:00-13:00",,3442720887,13.4455574,52.4921791,no,,,,,11009009,901,practice
Ilona Ziethen-Bockhorni,Hildegardstraße,3,Berlin,10715,paediatrics,"Mo,Fr 09:00-11:00,16:00-18:00; Tu 11:00-13:00,15:00-17:00; Th 10:00-12:00",,7773837712,13.3281684,52.4819075,,,,,,11004004,402,practice
Infektiologie Ärzteforum Seestraße,Seestraße,64,Berlin,,infectious_diseases;internal;general;gastroenterology,Mo 08:00-18:00; Tu 08:00-20:00; We 09:00-14:00; Th 08:00-18:00; Fr 08:00-14:00,https://www.infektiologie-seestrasse.de/,12160553755,13.3595578,52.5537098,,,praxis@infektiologie-seestrasse.de,,,11001001,105,clinic
Infektiologisches Zentrum Steglitz,Schloßstraße,88,Berlin,12163,infectious_diseases;general,"Mo,We 08:00-13:00,14:00-19:00; Tu,Th 08:00-13:00,14:00-20:00; Fr 08:00-13:00",https://www.infektiologie-steglitz.de,8177206752,13.3218087,52.4575558,yes,,info@infektiologie-steglitz.de,,,11006006,601,clinic
Ingrid Zirnstein,Berliner Allee,68,Berlin,13088,general,,,9423506468,13.4548199,52.5489674,,,,,,11003003,302,practice
Innere / Allgemeine Medizin MVZ am Hermannplatz,Hermannstraße,256-258,Berlin,12049,internal;general,"Mo,Tu,Th 08:30-13:00, 14:00-18:00; We,Fr 08:30-14:00",,8857312841,13.4244957,52.4858635,no,,,,,11008008,801,clinic
Innere Medizin,Charitéplatz,1,Berlin,10117,internal,,,10959229734,13.3773367,52.5251071,,,,,,11001001,101,practice
Innere Medizin / Diabetologie,Stubnitzstraße,30,Berlin,13189,internal;diabetology,"Mo 08:00-12:00; Tu 08:00-12:00,13:00-15:00; We 10:00-13:00,14:00-18:00; Th-Fr 08:00-12:00",,9436903924,13.4157349,52.5668991,no,,,,,11003003,307,group_practice
Institut für Tropenmedizin und Internationale Gesundheit,Südring,,Berlin,13353,tropical_medicine,,,3374665794,13.3452252,52.5398016,,,,,,11001001,105,clinic
Internisten B18,Badensche Straße,18,Berlin,10715,internal,"Mo,We,Th 08:00-18:00; Tu 08:00-20:00; Fr 08:00-16:00",http://www.internisten-B18.de,8245997144,13.3323717,52.4862603,,,,,,11004004,402,practice
Internisten Britz,Grüner Weg,42,Berlin,12359,internal;cardiology,"Mo 08:00-13:00; Tu 08:00-13:00,14:00-18:00; We 08:00-16:00; Th 08:00-18:00; Fr 08:00-12:00",https://internisten-britz.de,10787147810,13.4549054,52.4419,no,Hausärztlich-internistische Gemeinschaftspraxis Grüner Weg,info@internisten-britz.de,,,11008008,802,practice
Internisten Lichtenrade Praxis J. Marquard & F. Ziemann,Groß-Ziethener Straße,42,Berlin,12309,general;internal,,,8781133300,13.4118694,52.3941761,,,,,,11007007,706,group_practice
Internistische Arztpraxis Gisela Klein,Sterndamm,9,Berlin,12487,internal,"Mo 14:00-19:00, Tu-Fr 08:00-13:00; PH off",,11284530902,13.5097629,52.4526774,,,,,,11009009,904,practice
Internistische Hausarztpraxis Dr. Kamga,Hohenzollernring,103,Berlin,13585,general;internal,"Mo 08:00-12:00,15:00-18:00; Tu 08:00-14:00,16:00-18:00; Th 08:00-12:00,15:00-18:00; Fr 08:00-14:00",https://hausarzt-kamga.de/,12120074603,13.2046187,52.5557725,,,praxis@hausarzt-kamga.de,,,11005005,507,practice
Internistische Praxis Dr. med. Susanne Preiß,Oderstraße,14,Berlin,10247,internal,"Mo,We,Fr 08:30-11:00; Tu,Th 13:00-16:00",https://dr-susanne-preiss.de/,11486810969,13.466649,52.5118103,,,,,,11002002,201,practice
Irene Freimuth;A. Bohnert-Bauknecht,Hildegardstraße,31,Berlin,10715,general;homeopathy,,,7804846355,13.3287138,52.4815662,,,,,,11004004,402,group_practice
Iris Bakki,Nazarethkirchstraße,37,Berlin,,general,"Mo 08:00-18:00; Tu 08:00-15:30; We,Th 08:00-15:00; Fr 08:00-12:00",,10738769984,13.3625938,52.550061,,,,,,11001001,105,practice
J. Ekteshafi Augenheilkunde,Mariannenstraße,9-10,Berlin,10999,ophthalmology,,,872180781,13.4224696,52.4996617,,,,,,11002002,202,practice
J. Kobligk,Kurfürstendamm,139,Berlin,10711,ophthalmology,"Mo 09:00-13:00,15:00-19:00; Tu 09:00-13:00,15:00-18:00; We 09:00-13:00; Th 09:00-12:00; Fr 09:00-13:00",,7994883608,13.2956742,52.497561,,,,,,11004004,407,practice
J. Majoul,Hohenzollerndamm,187,Berlin,10713,gynaecology,,,11556295681,13.3188452,52.4915714,,,,,,11004004,402,practice
Jacob/Dr. Carp,Tempelhofer Damm,140,Berlin,12099,paediatrics,,,12377186379,13.3851923,52.4667488,,,,,,11007007,703,group_practice
Jan Berthold,Danziger Straße,104,Berlin,10405,urology;acupuncture,"Mo,Tu,Th,Fr 09:00-12:00, Mo,Th 14:00-17:00, Tu 14:00-16:00",,7025879187,13.4300298,52.536887,limited,,,,,11003003,301,practice
Jan Peter Grüber,Florastraße,44,Berlin,13187,gastroenterology,Mo 08:00-17:00; Tu 08:00-17:00; We 08:00-12:00; Th 08:00-17:00; Fr 08:00-12:00,,8822168239,13.4093188,52.5662917,yes,,,,,11003003,307,practice
Jan Strobl,Senftenberger Ring,,Berlin,13439,general;naturopathy;chiropractic,,,10995087329,13.3557281,52.5981578,,,,,,11012012,1210,practice
Javor Stoykow,Hildegardstraße,31,Berlin,10715,ophthalmology,,,7773837714,13.328664,52.4815557,,,,,,11004004,402,practice
Johann Huber,Dickhardtstraße,3,Berlin,12159,psychotherapy,,https://paar-im-zentrum.de/,7620604044,13.3351151,52.4704312,,,,,,11007007,702,practice
Johann Müller-Milas,Schloßstraße,107-108,Berlin,12163,general,,,9461579636,13.325124,52.4605604,,,,,,11006006,601,practice
"Jonas Harder, Vasela Loch",Müllerstraße,,Berlin,13353,otolaryngology,"Mo-Fr 08:30-12:00; Mo,Tu,Th 14:30-18:00",http://www.hno-wedding.de,6603762791,13.3532948,52.5493212,yes,,,,,11001001,105,practice
Julia Reichle,Berliner Allee,96,Berlin,13088,dermatology,"Mo 08:00-13:00; Tu 09:00-13:00,15:00-19:00; Th 11:00-17:00; Fr 08:00-13:00",https://www.dermatologie-weissensee.de/dr-julia-reichle/,9413160557,13.4578513,52.5495951,,,,,,11003003,302,practice
Juri Fink Facharzt für Allgemeinmedizin,Marienburger Straße,3,Berlin,10405,general,"Th 09:00-14:00; Tu 09:00-14:00; We,Fr 09:00-13:00",,9982099020,13.4232777,52.5350251,,,,,,11003003,301,practice
Jörg Meckies,Schloßstraße,88,Berlin,12163,gynaecology,"Mo,We,Th 09:00-12:00; Tu 12:00-16:00",https://www.frauenarzt-joergmeckies.de/,9556720119,13.3218293,52.4576011,,,,,,11006006,601,practice
Jörg Sommer,Maximilianstraße,,Berlin,13187,paediatrics,,https://www.kinderarztpankow.de/,9772466504,13.40919,52.5610271,,,kinderarztsommer@hotmail.com,,,11003003,307,practice
Jürgen Schenk,Carmerstraße,7,Berlin,10623,gynaecology,,,10785164780,13.3234478,52.5069386,no,,,,,11004004,401,practice
K. Skerat,Müllerstraße,114,Berlin,13349,psychiatry;general,"Mo 10:00-13:30; Tu,Th 10:00-13:00; PH closed; We 10:00-14:00; Fr 10:00-12:00; Mo-Tu,Th 15:30-18:30",,7633023882,13.3425459,52.5554522,,,,,,11001001,105,practice
KARDIOS Friedenau,Hauptstraße,87,Berlin,12159,cardiology,Mo-Th 08:30-18:00; Fr 08:30-16:00,https://www.kardios.de/friedenau/home,10621653864,13.3395942,52.4746025,yes,,,,,11007007,701,practice
Kalialab,Johannisplatz,5,Berlin,10117,plastic_surgery,,,12845104711,13.3897919,52.5248598,,,,,,11001001,101,practice
Kalus Brunnemann,Grunewaldstraße,44,Berlin,10825,paediatrics,,https://kinderarztpraxis-schoeneberg.de/,8423496194,13.3419228,52.4888846,,,,,,11007007,701,practice
Kantpraxis,Kurfürstendamm,42,Berlin,10719,general;rheumatology;gastroenterology;cardiology,Mo-Th 08:00-18:00; Fr 08:00-14:00,https://www.kantpraxis.de/,3631135734,13.3209674,52.5021408,yes,,,,,11004004,401,practice
Kardiologie am Friedrich-Wilhelm-Platz,Friedrich-Wilhelm-Platz,6,Berlin,12161,internal;cardiology,"Mo,Tu,Th 09:00-13:00,15:00-18:00; We,Fr 09:00-13:00",https://www.kardiologie-am-friedrich-wilhelm-platz.de/,8199219265,13.3275074,52.4719727,,,,,,11007007,702,practice
Kardiologische Praxis an der Schloßstraße,Hubertusstraße,10,Berlin,12163,cardiology,,http://www.kardiologie-berlin-steglitz.de/,9632071028,13.32584,52.4601139,,,,,,11006006,601,practice
Kardiologische Privatpraxis Frohnau,Welfenallee,,Berlin,13465,cardiology;internal,Mo 08:00-14:30; Tu 08:00-18:30; We-Fr 14:00-18:30,https://www.kardiologie-frohnau.de,10226090682,13.2888614,52.6314672,,,,,,11012012,1205,practice
Kardiologische Privatpraxis Ku'damm 93,Kurfürstendamm,93,Berlin,10709,cardiology,"""Sprechstunde nach Vereinbarung""",https://www.kardio-kudamm93.de/,9587997327,13.2998109,52.4989382,,,,,,11004004,407,practice
Kardios. Kardiologen in Berlin,Ansbacher Straße,17-19,Berlin,10787,cardiology,"""Nach Vereinbarung""",https://www.kardios.de/,4430430493,13.3429064,52.5031973,,,,,,11007007,701,practice
Karin-Ilona Richter,Oberspreestraße,,Berlin,12557,general,"Mo-Th 08:00-12:00 open ""Bitte Termin vereinbaren!"", 12:00-13:00 open ""Privatsprechstunde und nach Vereinbarung"", Mo,We 16:00-18:00 open ""Bitte Termin vereinbaren!"", Fr ""nach Vereinbarung""|| ""nach Vereinbarung""; PH off",,761371651,13.5666894,52.4449396,limited,,,,,11009009,910,practice
Karl-Michael Derwahl,Gethsemanestraße,6,Berlin,10437,endocrinology,,https://www.prof-derwahl.de/,9994270543,13.4178809,52.5481037,,,,,,11003003,301,practice
Karola Brandt,Kottbusser Straße,16,Berlin,10999,gynaecology,"Mo,Th 11:00-18:00; Tu-We,Fr 08:00-14:00",https://www.frauenarztpraxis-brandt.de/,1246211697,13.4198093,52.4969481,,,,,,11002002,202,practice
